Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
1190,2013.4,264.717,0.668,109.089,232.669,370.622,551.551,667.17,856.759,1419.196,0.004
1195,9046,224.433,0.784,79.997,187.609,330.212,468.477,563.341,747.088,1284.145,0.004
1200,8508,242.77,0.776,81.528,199.174,361.94,518.347,616.239,798.021,1417.297,0.004
1205,7921.4,256.779,0.669,84.547,206.138,384.419,550.809,653.496,866.862,1595.449,0.004
1210,7257.6,285.76,0.69,95.251,232.548,426.953,607.216,718.662,959.192,1623.388,0.003
1215,7139.2,287.45,0.808,88.456,230.174,436.056,624.683,745.65,979.044,1555.758,0.003
1220,6215.4,338.564,0.655,107.727,261.753,503.535,703.515,828.183,1118.274,8154.21,0.003
1225,1570.6,1911.178,0.831,49.509,236.673,6515.701,6932.764,7077.838,7390.145,7838.423,0.001
1230,4306.8,241.457,0.524,58.749,178.932,368.292,558.611,679.251,913.589,1590.952,0.004
1235,8060.8,248.933,0.739,77.524,192.425,368.625,551.666,665.514,898.186,1601.643,0.004
1240,8423.6,245.47,0.57,78.697,193.966,367.017,534.606,637.573,855.263,1489.694,0.004
1245,7845.4,260.262,0.906,80.835,205.654,393.578,568.405,673.711,906.362,1635.402,0.004
1250,6984.4,293.378,0.824,101.251,239.062,438.547,623.718,732.353,971.657,1648.333,0.003
1255,6886.4,299.188,0.738,90.533,233.842,456.005,653.207,778.638,1041.735,1870.14,0.003
1260,6440,313.745,0.777,105.386,248.031,476.47,674.649,785.915,1023.376,1810.704,0.003
1265,6118.6,343.854,1.157,124.946,280.315,509.731,712.025,844.166,1125.717,2303.027,0.003
1270,5796.8,355.42,0.648,99.786,272.389,543.264,803.959,956.016,1268.309,2136.176,0.003
1275,7854.6,252.868,0.733,74.173,192.256,377.832,564.279,689.069,930.07,1699.614,0.004
1280,5046.2,402.702,0.656,87.687,215.169,448.322,785.401,2025.676,2395.741,3081.172,0.002
1285,7036.4,292.281,0.697,85.087,208.168,389.472,636.671,959.122,1268.119,2177.832,0.003
1290,7528.8,271.585,0.677,89.323,216.265,408.08,586.791,691.476,916,1824.807,0.004
1295,6781.8,574.715,0.951,96.443,237.607,451.709,722.529,5045.53,5546.009,6382.63,0.002
1300,555.2,433.975,2.011,198.495,391.905,620.272,834.705,983.657,1254.17,1541.785,0.002
1305,3851.2,1048.884,1.076,99.731,271.147,560.667,7066.905,7335.748,7670.885,8396.111,0.001
1310,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000
1315,9639.6,213.004,0.544,65.488,173.621,319.95,459.448,548.11,731.928,1441.836,0.005
1320,8755.6,235.116,0.651,74.378,186.859,351.447,509.848,618.128,830.31,1508.918,0.004
1325,8218.6,249.238,0.691,75.648,188.832,368.178,554.675,672.618,922.948,1639.715,0.004
1330,7715.6,265.177,0.692,84.247,212.552,394.946,571.612,682.819,910.959,1507.35,0.004
1335,6951,298.06,1.034,94.387,236.843,447.334,640.027,766.908,1032.493,1779.597,0.003
1340,6731.6,306.008,0.822,101.512,248.352,464.85,652.748,767.302,1008.08,2116.119,0.003
1345,6317.2,322.47,0.66,100.487,249.267,492.501,702.99,830.803,1104.039,1859.258,0.003
1350,6150.6,334.426,0.806,119.023,267.999,505.14,695.117,817.672,1102.981,1833.867,0.003
1355,3714.2,1088.448,0.734,126.259,338.747,646.686,6805.627,7029.656,7456.4,8754.748,0.001
1360,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000
1365,9150.4,227.669,0.725,73.175,188.279,336.336,485.356,587.861,772.549,1362.658,0.004
1370,8347,242.611,0.622,83.161,198.254,356.871,519.47,626.258,834.94,1627.03,0.004
1375,7826.6,270.137,0.844,90.838,218.286,390.373,582.203,708.758,967.32,1736.638,0.004
1380,7204.6,274.638,0.66,96.297,222.802,411.737,579.079,687.112,896.033,1443.254,0.004
1385,6914.4,296.196,0.818,99.103,236.459,447.796,636.428,751.363,985.347,1758.038,0.003
1390,6883.4,309.213,0.671,98.606,244.695,463.988,670.288,794.669,1068.121,1793.775,0.003
1395,4098.6,943.693,1.557,124.024,279.1,556.42,1594.708,6695.653,7060.606,7932.96,0.001
1400,464.4,346.576,2.477,163.002,298.774,497.133,679.626,764.49,943.886,1407.605,0.003
1405,9572,213.758,0.691,65.494,170.047,319.268,466.145,557.442,752.259,1594.498,0.005
1410,8662.4,234.35,0.776,71.465,186.972,356.649,509.576,605.563,789.049,1485.984,0.004
1415,8044.8,258.032,0.73,86.265,209.071,387.432,550.988,660.609,871.822,1421.07,0.004
1420,7498.4,270.877,1.3,87.775,216.911,409.033,583.127,690.956,904.926,1671.936,0.004
1425,6872.8,300.104,0.878,105.311,244.702,444.284,635.91,754.695,988.699,1804.844,0.003
1430,6832.8,297.469,0.663,92.728,232.102,451.367,649.655,769.706,1014.228,2047.276,0.003
1435,6088.2,588.589,0.787,109.063,263.369,526.33,805.104,1064.485,7956.937,9062.347,0.002
1440,280.6,5378.589,1.353,138.518,7442.066,7539.024,7609.257,7876.066,8138.26,8469.586,0
1445,4139,261.352,0.863,89.77,212.16,389.865,559.866,659.793,862.449,1759.701,0.004
1450,8109.2,246.219,0.623,70.431,197.203,374.131,536.253,647.803,872.259,1508.145,0.004
1455,8451.6,243.905,0.532,78.492,196.105,364.683,527.509,629.543,835,1952.286,0.004
1460,7762.8,264.973,0.632,87.073,217.707,399.931,565.045,663.852,882.853,1382.042,0.004
1465,7279.8,283.001,0.787,97.236,228.423,427.933,599.887,706.282,925.361,1719.863,0.004
1470,6756.2,302.55,0.974,97.031,239.116,457.807,655.625,778.054,1020.481,1799.87,0.003
1475,6469.8,319.672,0.854,110.671,255.056,477.726,675.421,798.792,1053.619,2868.507,0.003
1480,4435.4,462.369,0.97,119.269,297.031,583.71,1121.451,1701.844,2251.976,2970.944,0.002
1485,1955,2571.382,0.88,114.339,298.42,674.659,11278.577,11420.511,11721.922,12575.309,0
1490,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000
1495,4731.2,225.452,0.533,77.458,188.459,331.797,479.354,575.144,761.283,1221.004,0.004
1500,9171.8,225.463,0.552,72.619,184.259,332.537,486.602,584.45,777.259,1609.821,0.004
1505,8405.2,241.871,0.553,77.238,191.992,365.135,527.256,628.232,817.196,1503.347,0.004
1510,8014.8,256.407,0.503,90.112,211.675,381.533,537.215,636.057,855.076,1412.557,0.004
1515,7208,284.396,0.695,96.864,227.093,426.389,603.857,718.238,955.971,1814.907,0.004
1520,6932.6,294.181,0.856,90.08,232.748,447.531,640.968,757.642,999.073,2024.552,0.003
1525,6639.2,315.623,1.052,97.953,242.482,478.953,692.273,824.11,1093.228,2078.61,0.003
1530,4444.2,451.063,1.567,115.402,271.169,555.947,1059.433,1775.884,2205.007,3161.516,0.002
1535,3604.6,761.806,1.46,107.287,286.995,626.185,3945.092,4232.918,4585.545,5459.908,0.001
1540,5888,228.456,0.698,71.774,184.043,337.309,492.482,598.784,801.567,1305.345,0.004
1545,9056.2,226.601,0.752,71.802,180.624,341.628,494.012,586.225,775.486,1451.434,0.004
1550,8543.2,239.203,0.892,84.866,194.948,358.518,504.414,595.661,776.406,1444.483,0.004
1555,7882.2,262.566,0.88,84.138,209.393,392.743,570.14,676.448,884.435,1614.18,0.004
1560,7246.2,279.636,0.78,103.696,230.167,413.392,581.871,688.891,903.413,1608.937,0.004
1565,5109.6,780.557,0.601,104.077,257.014,507.928,881.055,6214,6727.097,17055.931,0.001
1570,445.4,1474.427,5.708,193.574,405.178,684.013,10780.297,10881.261,10900.43,11290.998,0.001
1575,797.4,4771.392,0.983,120.365,466.01,10241.897,10445.721,10533.088,10702.451,11037.087,0
1580,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000
1585,8030,222.806,0.55,72.4,178.353,334.31,474.846,578.631,770.845,1541.424,0.004
1590,8804.4,232.133,0.582,82.277,194.085,339.875,494.267,591.091,776.035,1289.346,0.004
1595,8189.6,251.219,0.711,89.5,203.787,371.782,528.609,629.711,846.426,1491.237,0.004
1600,7926.6,259.782,0.649,87.102,207.661,390.759,557.881,656.48,870.108,1541.954,0.004
1605,6991,293.978,0.995,102.573,234.716,432.334,628.09,744.959,1008.641,1997.241,0.003
1610,7054.6,289.46,0.585,82.78,220.55,439.598,645.521,775.47,1049.436,1972.11,0.003
1615,6487.4,316.066,0.887,100.955,247.262,477.449,683.11,811.193,1061.586,1884.034,0.003
1620,6133.4,337.523,1.13,114.36,262.298,508.245,727.735,851.305,1118.8,1975.084,0.003
1625,5770,354.507,0.851,107.071,273.504,535.375,787.097,937.789,1246.751,2348.828,0.003
1630,5817.6,350.253,0.96,99.042,272.219,540.565,776.931,917.908,1206.41,1961.377,0.003
1635,5434.2,377.91,0.875,114.439,296.002,571.462,825.52,978.823,1314.304,2453.345,0.003
1640,5235.8,393.415,1.511,126.644,305.392,604.22,843.595,991.998,1308.873,2209.238,0.003
1645,5520.6,371.021,0.887,113.498,287.137,573.25,804.4,952.247,1272.827,2032.802,0.003
1650,7495.6,266.976,0.892,89.867,216.051,400.324,568.549,678.375,893.028,1541.371,0.004
1655,4376.8,1046.368,0.82,108.608,271.066,498.31,956.324,8423.108,8705.835,10509.064,0.001
1660,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000
1665,4668.8,360.769,0.862,122.627,272.316,515.578,719.142,865.052,1311.956,4448.295,0.003
1670,3060.6,626.908,0.883,93.21,231.255,467.053,3122.76,3376.557,3679.508,4314.301,0.002
1675,9226.6,220.35,0.711,70.031,174.768,331.43,476.568,572.166,765.072,1278.096,0.005
1680,8795.6,232.128,0.788,79.196,187.827,348.02,495.335,585.961,780.206,1574.105,0.004
1685,7850.2,262.619,0.694,89.275,212.639,392.797,562.654,665,866.002,1822.32,0.004
1690,7421.2,279.543,0.861,86.829,221.843,417.889,604.886,728.689,988.063,1707.076,0.004
1695,7030.6,294.445,0.612,97.25,235.375,445.446,627.206,744.245,985.645,1617.152,0.003
1700,6414.6,316.225,0.794,106.347,253.278,475.52,680.198,795.579,1053.115,1785.314,0.003
1705,6361,327.213,0.935,109.722,260.319,485.779,708.455,841.684,1088.484,1790.823,0.003
1710,5612.6,358.256,0.784,111.078,278.864,542.595,773.355,926.053,1267.707,2303.987,0.003
1715,3285.2,1538.003,0.735,119.09,307.676,649.998,9761.017,10141.32,10284.276,11081.587,0.001
1720,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000
1725,4288.8,238.644,1.052,75.519,182.449,356.261,527.318,632.86,866.923,1577.148,0.004
1730,8585.6,243.582,0.486,80.26,202.689,357.056,518.001,623.501,846.138,1615.908,0.004
1735,8311.2,246.352,0.588,78.197,193.969,367.906,535.879,642.968,859.528,1596.553,0.004
1740,7560.8,272.261,0.619,90.478,219.199,408.1,584.378,690.475,910.94,1662.731,0.004
1745,5737.6,365.085,1.389,107.219,256.871,496.293,818.209,1166.301,1592.129,2454.917,0.003
1750,6593,303.773,1.111,103.931,234.552,452.889,655.153,783.631,1060.174,1822.077,0.003
1755,3636.6,743.029,0.924,114.588,283.151,566.141,3980.934,4263.86,4466.069,5104.01,0.001
1760,5639.2,243.214,0.991,79.36,196.669,362.551,522.097,627.196,842.145,1703.207,0.004
1765,8418.6,240.598,0.604,70.668,191.497,360.851,528.059,630.966,849.674,1454.297,0.004
1770,8130.6,255.313,0.927,87.289,204.63,383.56,544.226,646.195,840.037,1690.933,0.004
1775,7697.4,261.353,0.888,86.05,208.176,389.755,561.972,662.618,898.721,1654.982,0.004
1780,6924,302.658,0.894,95.146,242.021,460.153,654.231,775.94,1012.099,1981.821,0.003
1785,6706.2,300.351,0.799,97.864,236.824,454.889,642.491,765.237,1033.584,1947.659,0.003
1790,6387.4,325.329,1.014,108.579,258.762,490.641,688.135,815.587,1095.219,2023.992,0.003
1795,6200.8,334.803,0.79,108.331,262.32,511.664,717.665,841.327,1123.81,1942.237,0.003
1800,5575.6,361.643,0.513,107.779,279.052,549.908,791.521,941.031,1285.679,2214.904,0.003
1805,3812.4,1287.772,0.664,97.695,289.778,638.277,8878.744,9207.857,9701.582,10711.282,0.001
1810,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000
1815,4613.4,262.906,1.115,89.469,216.314,389.292,554.141,666.621,885.576,1424.155,0.004
1820,8059.4,252.848,0.659,79.873,196.941,380.924,554.639,662.993,878.632,1564.1,0.004
1825,6935.2,299.218,0.768,84.279,220.324,444.94,685.932,835.924,1127.014,2053.767,0.003
1830,7129.8,291.631,1.263,103.178,232.679,436.795,612.191,720.299,940.085,6535.198,0.003
1835,1516.4,1605.887,0.814,104.047,279.113,5091.909,5460.507,5612.972,5832.698,6312.186,0.001
1840,4901.4,582.849,0.788,116.166,270.617,512.529,750.59,1007.247,7584.923,8373.564,0.002
1845,317,5257.762,1.322,191.769,7115.962,7223.321,7394.865,7557.917,7814.343,8551.546,0
1850,4734.2,243.106,1.139,79.443,202.429,350.264,519.84,633.618,876.132,1447.588,0.004
1855,8594.6,241.123,0.589,70.338,184.439,363.665,532.678,644.085,877.797,1710.742,0.004
1860,8331.6,248.445,0.776,75.251,198.059,377.113,542.458,644.772,860.959,1910.902,0.004
1865,7592.2,267.084,0.782,79.785,209.754,404.596,583.775,697.47,928.968,1536.891,0.004
1870,7115.8,291.072,0.845,98.738,235.886,430.817,616.618,740.03,994.813,2319.241,0.003
1875,6741.8,305.78,0.828,86.542,237.228,469.655,677.766,809.611,1059.609,1689.5,0.003
1880,6500.4,310.093,0.704,99.95,246.776,470.83,666.329,789.088,1055.024,1664.578,0.003
1885,6062.2,343.101,0.694,111.062,275.548,521.621,727.167,856.1,1130.329,1965.978,0.003
1890,5803.4,352.662,1.71,112.457,281.703,534.673,747.505,883.503,1197.509,2031.673,0.003
1895,5519.2,377.346,0.895,114.213,288.14,577.171,821.402,971.481,1331.324,2358.683,0.003
1900,5356,370.886,0.699,114.507,286.71,563.976,815.008,965.969,1268.397,2515.832,0.003
1905,4894.4,426.784,1.021,137.132,337.556,643.794,896.867,1079.623,1465.361,3084.157,0.002
1910,5098.8,405.072,0.875,124.486,308.246,623.37,881.201,1035.496,1378.243,2425.417,0.002
1915,7106.2,279.543,0.599,95.988,223.479,414.336,598.358,714.799,954.757,1767.981,0.004
1920,7197.6,285.023,0.618,101.136,231.138,418.187,600.754,717.329,937.876,1775.612,0.004
1925,3183,943.779,1.005,112.071,267.348,567.92,5252.366,5397.539,5727.106,7026.938,0.001
1930,2998.8,365.691,1.175,144.997,296.483,539.412,751.185,893.828,1183.316,1830.648,0.003
1935,4645.6,438.253,0.97,88.377,241.512,494.799,930.018,2054.58,2519.057,3281.914,0.002
1940,8108.4,252.23,0.79,77.762,200.688,377.628,550.103,661.849,892.793,1706.243,0.004
1945,8373.8,244.986,0.624,74.113,187.357,367.705,541,651.145,885.659,1665.33,0.004
1950,7393.2,277.983,0.962,89.022,223.167,418.412,600.985,711.425,922.372,1623.484,0.004
1955,7165.6,282.77,0.718,95.337,227.495,425.304,606.096,718.848,937.446,1849.608,0.004
1960,5461,669.083,0.709,104.791,266.265,519.787,862.079,5116.109,5436.63,6312.971,0.001
1965,1341.4,360.18,2.418,166.995,313,485.353,739.944,879.537,1130.665,1656.405,0.003
1970,6255.2,324.472,0.75,89.406,248.636,498.28,728.69,863.601,1158.463,1922.329,0.003
1975,3859.8,785.866,0.786,104.74,288.285,608.339,4394.554,4713.266,5019.64,5859.219,0.001
1980,4080.4,254.623,1.093,93.329,210.313,373.886,535.925,632.8,832.783,1623.306,0.004
1985,8209,249.348,0.558,79.709,202.167,374.545,537.497,635.98,837.385,1457.413,0.004
1990,7927.6,259.547,0.935,83.136,207.498,393.181,561.758,657.097,865.655,1508.041,0.004
1995,7051.8,291.202,0.942,100.174,233.195,437.724,618.874,733.654,971.479,1675.293,0.003
2000,6112,333.92,0.771,104.148,255.213,497.745,750.552,857.207,1219.507,2191.643,0.003
2005,6433.6,317.145,0.646,101.105,248.769,480.954,687.422,811.157,1063.32,1943.639,0.003
2010,6411.8,324.394,0.833,101.911,256.017,493.163,698.622,826.286,1104.14,1917.782,0.003
2015,5687.6,384.155,1.108,127.465,294.927,549.35,783.969,925.593,1271.384,7993.824,0.003
2020,1159.2,2294.609,1.532,77.421,293.917,6216.672,6470.01,6586.353,6812.454,7061.455,0
2025,5234.2,246.323,1.737,91.908,207.003,360.956,496.416,609.471,810.673,1475.9,0.004
2030,8210.4,245.712,0.936,80.373,198.715,368.981,528.325,626.122,824.342,1545.766,0.004
2035,8315,248.036,0.621,83.783,201.209,372.882,530.292,628.806,824.372,1362.328,0.004
2040,7404.8,276.307,0.931,93.079,222.062,415.759,587.281,696.833,915.42,1448.797,0.004
2045,7005.2,293.411,1.043,106.144,242.029,430.359,613.003,732.27,982.696,1782.734,0.003
2050,6596.6,312.439,0.704,95.625,242.256,475.072,680.777,816.294,1107.941,1845.029,0.003
2055,6269.6,323.274,0.621,106.177,258.542,487.66,695.395,816.241,1059.839,1910.247,0.003
2060,5850,354.761,1.091,119.705,276.94,532.597,756.163,906.36,1202.538,2204.632,0.003
2065,5795,352.215,0.912,115.404,279.244,532.499,755.527,898.06,1203.177,2635.953,0.003
2070,5505.2,382.192,0.858,118.914,297.275,582.062,828.879,974.634,1319.688,2176.738,0.003
2075,2871.8,899.402,0.779,106.951,308.542,671.26,4231.334,4480.85,4773.789,5581.273,0.001
2080,5404.8,273.713,1.215,90.057,215.378,397.435,583.726,717.951,1067.4,1722.62,0.004
2085,6618,302.272,0.857,102.513,240.729,453.683,660.874,768.439,965.273,1743.744,0.003
2090,7213,280.285,0.876,93.198,224.263,419.076,603.202,718.368,953.704,1607.774,0.004
2095,2068.2,1244.074,1.045,102.036,263.294,582.508,5222.332,5495.797,5709.967,6287.006,0.001
2100,4358.6,354.678,1.11,126.081,279.583,535.812,754.031,877.93,1187.461,2181.512,0.003
2105,6778.6,303.862,0.844,87.324,230.249,464.238,676.793,810.676,1092.747,2053.794,0.003
2110,6135.2,334.585,1.152,100.472,262.657,508.501,728.292,872.864,1169.56,1958.98,0.003
2115,6565.4,305.877,0.988,95.104,241.009,458.1,670.257,795.697,1076.146,1794.672,0.003
2120,7250.4,284.009,0.859,99.589,225.409,421.593,607.524,726.271,947.363,1653.173,0.004
2125,7335.2,284.321,0.884,94.426,225.326,426.129,608.77,727.85,969.412,1746.934,0.004
2130,6612,307.302,0.57,90.732,238.171,463.648,679.277,810.099,1096.327,1804.231,0.003
2135,6516.4,311.598,0.977,90.599,245.426,479.668,682.481,804.844,1073.627,1938.82,0.003
2140,6108.6,335.169,0.973,107.064,263.28,509.114,723.538,856.039,1135.061,2108.606,0.003
2145,5639.8,373.259,1.104,122.27,291.363,554.476,793.337,936.771,1253.368,8843.78,0.003
2150,1472.6,2195.177,1.167,80.375,255.141,7089.614,7486.762,7622.255,7952.16,8714.634,0
2155,2975.2,263.186,1.515,84.255,207.543,396.276,575.405,677.249,894.4,1485.661,0.004
2160,8597.2,237.194,0.817,79.868,191.197,353.898,507.6,605.722,802.434,1650.966,0.004
2165,8079.4,253.622,0.837,81.104,200.838,379.647,552.963,656.525,872.146,1640.52,0.004
2170,7867.8,262.833,1.003,92.435,210.762,386.934,558.735,669.356,892.595,1392.014,0.004
2175,6977.6,295.039,0.73,105.043,236.933,439.575,628.062,740.496,963.783,1648.474,0.003
2180,7009,323.322,0.913,89.401,232.899,445.941,660.756,820.941,2120.817,3315.353,0.003
2185,4194.8,450.569,1.416,126.299,299.004,580.369,946.538,1755.942,2267.042,3060.067,0.002
2190,4490.8,1536.015,1.038,104.968,277.425,560.099,1055.974,13760.87,14084.393,14706.453,0.001
2195,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000
2200,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000
2205,4405.2,340.341,1.006,86.95,216.819,404.865,793.831,1376.425,1638.131,2395.763,0.003
2210,6898.2,254.322,0.894,88.219,211.539,379.351,535.88,639.323,826.296,1416.851,0.004
2215,8204.6,250.378,0.963,83.131,199.431,371.431,538.679,643.803,875.861,1526.549,0.004
2220,7481.4,274.418,0.602,86.386,219.519,414.393,595.244,709.458,933.028,1598.552,0.004
2225,7124,289.12,1.053,103.864,234.99,436.556,603.35,700.605,925.888,2285.866,0.003
2230,6685.6,306.29,0.966,88.552,232.03,469.058,680.122,813.023,1088.394,2312.307,0.003
2235,6243.8,332.538,1.009,113.963,267.04,506.521,701.705,824.457,1095.964,1915.24,0.003
2240,5660.8,361.643,1.465,111.944,287.374,550.724,784.252,927.134,1214.396,7410.388,0.003
2245,1526.4,1819.384,0.989,126.736,338.267,5718.266,6169.132,6299.346,6506.09,7162.955,0.001
2250,5202.4,245.135,1.046,90.094,206.568,362.475,509.361,607.589,793.985,1443.625,0.004
2255,8101.2,251.144,0.93,72.298,195.544,379.371,557.646,672.325,884.987,1643.074,0.004
2260,8056.4,255.744,0.599,81.068,203.488,383.756,552.649,664.8,880.104,1669.142,0.004
2265,7331.4,275.349,0.865,96.993,224.252,410.933,579.505,684.465,894.129,1487.431,0.004
2270,6987.8,298.042,1.035,107.002,238.541,445.076,626.368,739.325,985.175,1675.689,0.003
2275,4073,594.441,1.231,114.045,272.753,534.95,2904.004,3207.827,3617.462,4443.925,0.002
2280,4699.8,528.877,1.339,124.962,281.095,546.141,802.33,1020.613,5936.766,6877.325,0.002
2285,374.4,3627.304,1.5,79.676,5322.584,5491.317,5699.591,5832.969,6087.264,6305.705,0
2290,7501.4,250.185,0.824,76.293,198.197,376.518,546.387,654,868.847,1600.428,0.004
2295,8437,243.263,0.658,74.327,189.059,364.701,534.513,641.282,860.742,1554.681,0.004
2300,7791.4,265.341,0.733,88.543,209.583,398.427,573.311,676.764,895.079,1829.851,0.004
2305,7357.2,281.711,1.113,94.804,223.519,421.461,599.276,714.278,959.127,1821.879,0.004
2310,6642,305.989,0.88,100.947,241.576,460.613,660.047,784.935,1007.739,1935.92,0.003
2315,6685.4,304.906,0.946,98.68,241.735,459.513,655.835,784.934,1032.207,2002.183,0.003
2320,6239.8,328.339,1.186,103.689,258.811,497.578,711.842,844.818,1119.21,2045.763,0.003
2325,5757.8,362.219,0.954,115.798,287.314,544.526,776.941,929.624,1272.765,2378.275,0.003
2330,5550,374.913,1.606,105.337,281.751,578.051,835.535,992.298,1334.698,2548.334,0.003
2335,5406.2,372.205,0.812,110.875,295.909,569.199,807.172,963.217,1299.479,2291.83,0.003
2340,5318.6,379.487,1.022,120.603,290.716,586.783,813.089,954.285,1309.212,2445.547,0.003
2345,7569.6,270.775,0.884,95.869,220.089,398.386,575.867,688.82,917.817,1689.702,0.004
2350,7374,276.546,0.837,87.193,216.156,408.739,606.553,734.49,978.806,2126.62,0.004
2355,6981.6,406.166,0.951,106.699,240.354,442.564,627.204,763.065,7594.477,8415.981,0.002
2360,563.6,3899.691,0.7,73.505,7060.369,7246.024,7386.449,7520.851,7840.691,8368.556,0
2365,3207,360.077,1.497,124.142,291.227,535.928,760.58,897.699,1145.969,9248.728,0.003
2370,1578.8,2251.51,1.299,131.44,352.164,7564.951,7946.829,8151.901,8269.922,8938.265,0
2375,1931.8,250.908,1.273,93.614,217.572,369.747,511.97,600.698,762.648,1116.639,0.004
2380,8959,227.922,0.784,77.139,186.353,330.575,484.903,583.103,780.314,1456.431,0.004
2385,8376.8,242.595,0.561,83.814,201.088,360.015,510.663,609.059,811.077,1592.07,0.004
2390,7651,270.5,0.859,90.019,212.988,400.025,585.99,704.247,935.421,1676.143,0.004
